NaN,44,44,44,44,44,44,44,44,44,44,44,44,NaN
44,120,120,120,120,120,120,120,120,120,120,120,120,44
44,120,44,44,120,120,120,120,120,120,44,44,120,44
44,120,44,120,120,120,120,120,120,120,120,44,120,44
44,120,120,120,120,120,120,120,120,120,120,120,120,44
44,120,120,120,120,44,44,120,120,120,120,120,120,44
44,120,120,120,120,120,44,120,120,44,120,120,120,44
44,120,120,120,120,120,120,120,120,44,44,120,120,44
44,120,44,44,120,120,120,120,120,120,120,120,120,44
44,120,44,120,120,120,120,120,120,120,120,120,120,44
44,120,120,120,120,44,120,120,120,120,120,44,120,44
44,120,120,120,120,44,120,120,44,44,44,44,120,44
44,120,120,120,120,120,120,120,120,120,120,120,120,44
NaN,44,44,44,44,44,44,44,44,44,44,44,44,NaN
